DOI,Sample_ID,Subsample_ID,Location,Approximate_Lattitude,Approximate_Longitude,Source,Date,Concentration,Concentration_Units,Color_Transparent,Color_Blue,Color_Red,Color_Brown,Color_Green,Color_Orange,Color_White,Color_Yellow,Color_Pink,Color_Black,Color_Other,Material_PEST,Material_PE,Material_PP,Material_PA,Material_PE_PS,Material_PS,Material_CA,Material_PVC,Material_ER,Material_PAM,Material_PET,Material_PlasticAdditive,Material_PBT,Material_PU,Material_PET_PEST,Material_PAN,Material_Silicone,Material_Acrylic,Material_Vinyl,Material_Vinyon,Material_Other,Material_PA_ER,Material_PTT,Material_PE_PP,Material_PPS,Material_Rayon,Material_PAA,Material_PMPS,Material_PI,Material_Olefin,Material_Styrene_Butadiene,Material_PBA,Material_PMMA,Material_Cellophane,Material_SAN,Material_PC,Material_PDMS,Material_PLA,Material_PTFE,Material_SBR,Material_PET_Olefin,Material_PES,Material_ABS,Material_LDPE,Material_PEVA,Material_AR,Material_PVA,Material_PPE,Morphology_Fragment,Morphology_Fiber,Morphology_Nurdle,Morphology_Film,Morphology_Foam,Morphology_Sphere,Morphology_Line,Morphology_Bead,Morphology_Sheet,Morphology_Film_Fragment,Morphology_Rubbery_Fragment,Size_3000um,Size_2_5mm,Size_1_5mm,Size_1_2mm,Size_0.5_1mm,Size_less_than_0.5mm,Size_500um,Size_300_500um,Size_125_300um,Size_100_500um,Size_greater_than_100um,Size_50_150um,Size_50_100um,Size_50um,Size_45_125um,Size_greater_than_25um,Size_20um_5mm,Size_20_100um,Size_20_50um,Size_10_50um,Size_10_45um,Size_10_20um,Size_greater_than_10um,Size_8_316um,Size_5_100um,Size_5_10um,Size_4_10um,Size_1.5_5um,Size_less_than_1.5um,Size_1_100um,Size_1_50um,Size_1_10um,Size_1_5um,Size_110_124nm,Size_0_20um
10.1016/j.scitotenv.2021.150545,C_Treated|10.1016/j.scitotenv.2021.150545,C_Treated_PET|10.1016/j.scitotenv.2021.150545,,,,tap water,,0,particles/L,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.scitotenv.2021.150545,C_Treated|10.1016/j.scitotenv.2021.150545,C_Treated_VINYL|10.1016/j.scitotenv.2021.150545,,,,tap water,,0,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.scitotenv.2021.150545,C_Treated|10.1016/j.scitotenv.2021.150545,C_Treated_OTHERS|10.1016/j.scitotenv.2021.150545,,,,tap water,,0,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1371/journal.pone.0236838,Mintenig|10.1371/journal.pone.0236838,,,,,tap water,,0.0007,particles/L,,,,,,,,,,,,,0.62,,0.06,,,,0.14,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1371/journal.pone.0236838,Shruti|10.1371/journal.pone.0236838,,,,,tap water,,18,particles/L,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,Present,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1371/journal.pone.0236838,Strand|10.1371/journal.pone.0236838,,,,,tap water,,0.59,particles/L,,,,,,,,,,,,,,0.5,,,0.25,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1371/journal.pone.0236838,Zhang|10.1371/journal.pone.0236838,,,,,tap water,,0.7,particles/L,,,,,,,,,,,,Present,Present,,,,Present,,,,,Present,,,,,,,,,,,,,,,Present,Present,Present,Present,,,,,,,,,,,,,,,,,,,,Present,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1371/journal.pone.0236838,Mason|10.1371/journal.pone.0236838,Mason.1|10.1371/journal.pone.0236838,,,,bottled water,,315,particles/L,,,,,,,,,,,,,,0.54,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,Present,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1371/journal.pone.0236838,Mason|10.1371/journal.pone.0236838,Mason.2|10.1371/journal.pone.0236838,,,,bottled water,,10.4,particles/L,,,,,,,,,,,,,,0.54,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,Present,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1371/journal.pone.0236838,Ossmann|10.1371/journal.pone.0236838,,,,,bottled water,,3074,particles/L,,,,,,,,,,,,,Present,Present,,,,,Present,,,Present,,,,,,,,,,,,,,,,,,,Present,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1371/journal.pone.0236838,Weisheu|10.1371/journal.pone.0236838,,,,,bottled water,,0.33,particles/L,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.11001/jksww.2020.34.5.357,Czech_Milence_DWTP|10.11001/jksww.2020.34.5.357,,Czech Republic,,,tap water,,14,particles/L,,,,,,,,,,,,,Present,Present,,,,Present,Present,,,Present,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.11001/jksww.2020.34.5.357,Czech_Plzen_DWTP|10.11001/jksww.2020.34.5.357,,Czech Republic,,,tap water,,151,particles/L,,,,,,,,,,,,,Present,Present,,,,Present,Present,,,Present,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.scitotenv.2019.02.431,Nethen|10.1016/j.scitotenv.2019.02.431,,"Nethen, Germany",,,tap water,,< 1 ,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.scitotenv.2019.02.431,Holdorf|10.1016/j.scitotenv.2019.02.431,,"Holdorf, Germany",46.603354,1.8883335,tap water,,< 1 ,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.scitotenv.2019.02.431,Aqua|10.1016/j.scitotenv.2019.02.431,,,63.2467777,25.9209164,bottled water,,382,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,
10.1016/j.scitotenv.2019.02.431,Auqafina|10.1016/j.scitotenv.2019.02.431,,,63.2467777,25.9209164,bottled water,,213,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,
10.1016/j.scitotenv.2019.02.431,Bisleri|10.1016/j.scitotenv.2019.02.431,,,35.000074,104.999927,bottled water,,347,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,
10.1016/j.scitotenv.2019.02.431,Dasani|10.1016/j.scitotenv.2019.02.431,,,35.000074,104.999927,bottled water,,119,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,
10.1016/j.scitotenv.2019.02.431,E-Pura|10.1016/j.scitotenv.2019.02.431,,,36.638392,127.6961188,bottled water,,248,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,
10.1016/j.scitotenv.2019.02.431,Evian|10.1016/j.scitotenv.2019.02.431,,,36.638392,127.6961188,bottled water,,128,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,
10.1016/j.scitotenv.2019.02.431,PlasticGerosteiner|10.1016/j.scitotenv.2019.02.431,,,36.638392,127.6961188,bottled water,,1411,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,
10.1016/j.scitotenv.2019.02.431,GlassGerosteiner|10.1016/j.scitotenv.2019.02.431,,,56.7861112,-4.1140518,bottled water,,168,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,
10.1016/j.scitotenv.2019.02.431,Minalba|10.1016/j.scitotenv.2019.02.431,,,63.2467777,25.9209164,bottled water,,67,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,
10.1016/j.scitotenv.2019.02.431,NestlePureLife|10.1016/j.scitotenv.2019.02.431,,,22.2793278,114.1628131,bottled water,,932,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,
10.1016/j.scitotenv.2019.02.431,SanPellegrino|10.1016/j.scitotenv.2019.02.431,,,22.2793278,114.1628131,bottled water,,29,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,
10.1016/j.scitotenv.2019.02.431,Wahaha|10.1016/j.scitotenv.2019.02.431,,,39.7837304,-100.445882,bottled water,,96,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,
10.1016/j.scitotenv.2019.02.431,SingleUsePET|10.1016/j.scitotenv.2019.02.431,,,39.7837304,-100.445882,bottled water,,2649,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,
10.1016/j.scitotenv.2019.02.431,ResuablePET|10.1016/j.scitotenv.2019.02.431,,,51.1638175,10.4478313,bottled water,,4889,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,
10.1016/j.scitotenv.2019.02.431,GlassBottles|10.1016/j.scitotenv.2019.02.431,,,55.670249,10.3333283,bottled water,,6298,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,
10.1016/j.scitotenv.2019.02.431,SingleUsePlastic|10.1016/j.scitotenv.2019.02.431,,,35.000074,104.999927,bottled water,,15,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,
10.1016/j.scitotenv.2019.02.431,ReturnablePlastic|10.1016/j.scitotenv.2019.02.431,,,39.7837304,-100.445882,bottled water,,117,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,
10.1016/j.scitotenv.2019.02.431,GlassBottles2|10.1016/j.scitotenv.2019.02.431,,,39.7837304,-100.445882,bottled water,,56,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,
10.1016/j.scitotenv.2019.02.431,BeverageCartons|10.1016/j.scitotenv.2019.02.431,,,39.7837304,-100.445882,bottled water,,11,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,
10.1016/j.watres.2019.02.054,AverageAll|10.1016/j.watres.2019.02.054,,,39.7837304,-100.445882,tap water,,,,,,,,,,,,,,,Present,Present,Present,Present,,Present,Present,Present,Present,,Present,,,Present,,,Present,Present,,,,,,,,,,,,,,,Present,Present,Present,Present,Present,Present,Present,Present,,,,,,,,,Present,Present,Present,Present,Present,Present,Present,Present,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cej.2020.128381,France|10.1016/j.cej.2020.128381,,France,39.7837304,-100.445882,tap water,,32,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cej.2020.128381,Finland|10.1016/j.cej.2020.128381,Finland.1|10.1016/j.cej.2020.128381,Finland,39.7837304,-100.445882,tap water,,1,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cej.2020.128381,Finland|10.1016/j.cej.2020.128381,Finland.2|10.1016/j.cej.2020.128381,Finland,48.189157,15.0557692,tap water,,0.4,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cej.2020.128381,China|10.1016/j.cej.2020.128381,China.1|10.1016/j.cej.2020.128381,China,49.4410123,1.0731278,tap water,,0.14,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cej.2020.128381,China|10.1016/j.cej.2020.128381,China.2|10.1016/j.cej.2020.128381,China,49.4410123,1.0731278,tap water,,0.06,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cej.2020.128381,Korea|10.1016/j.cej.2020.128381,Korea.1|10.1016/j.cej.2020.128381,Korea,32.40113797,-90.7787905,tap water,,0.4,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cej.2020.128381,Korea|10.1016/j.cej.2020.128381,Korea.2|10.1016/j.cej.2020.128381,Korea,30.37926355,108.1371988,tap water,,0.1,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cej.2020.128381,Korea|10.1016/j.cej.2020.128381,Korea.3|10.1016/j.cej.2020.128381,Korea,28.81487625,112.1966632,tap water,,0.3,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cej.2020.128381,Scotland|10.1016/j.cej.2020.128381,,Scotland,29.18591985,116.2046216,tap water,,3-Jan,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cej.2020.128381,Finland2|10.1016/j.cej.2020.128381,,Finland,30.5641456,114.2917049,tap water,,2.5,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cej.2020.128381,HongKong|10.1016/j.cej.2020.128381,HongKong.1|10.1016/j.cej.2020.128381,Hong Kong,29.84292795,113.2955532,tap water,,0.4,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cej.2020.128381,HongKong|10.1016/j.cej.2020.128381,HongKong.2|10.1016/j.cej.2020.128381,Hong Kong,,,tap water,,0.27,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cej.2020.128381,UnitedStates|10.1016/j.cej.2020.128381,United States.1|10.1016/j.cej.2020.128381,United States,,,tap water,,0.0008,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cej.2020.128381,UnitedStates|10.1016/j.cej.2020.128381,United States.2|10.1016/j.cej.2020.128381,United States,,,tap water,,0.00000243,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cej.2020.128381,Germany|10.1016/j.cej.2020.128381,,Germany,,,tap water,,0.08-7.52 ,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cej.2020.128381,Denmark|10.1016/j.cej.2020.128381,,Denmark,,,tap water,,19-447 ,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cej.2020.128381,China2|10.1016/j.cej.2020.128381,,China,,,tap water,,0.004-0.195 ,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cej.2020.128381,UnitedStates2|10.1016/j.cej.2020.128381,UnitedStates2.1|10.1016/j.cej.2020.128381,United States,,,tap water,,0.009,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cej.2020.128381,UnitedStates2|10.1016/j.cej.2020.128381,UnitedStates2.2|10.1016/j.cej.2020.128381,United States,,,tap water,,0.019,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cej.2020.128381,UnitedStates2|10.1016/j.cej.2020.128381,UnitedStates2.3|10.1016/j.cej.2020.128381,United States,,,tap water,,0.047,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cej.2020.128381,UnitedStates2|10.1016/j.cej.2020.128381,UnitedStates2.4|10.1016/j.cej.2020.128381,United States,,,tap water,,0.064,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cej.2020.128381,UnitedStates2|10.1016/j.cej.2020.128381,UnitedStates2.5|10.1016/j.cej.2020.128381,United States,51.1638175,10.4478313,tap water,,0.092,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cej.2020.128381,UnitedStates2|10.1016/j.cej.2020.128381,UnitedStates2.6|10.1016/j.cej.2020.128381,United States,25.7202249,84.1052245,tap water,,0.127,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.chemosphere.2020.126612,1|10.1016/j.chemosphere.2020.126612,,"Danube River, Austria",54.7023545,-3.2765753,tap water,,< 1 ,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.chemosphere.2020.126612,2|10.1016/j.chemosphere.2020.126612,,"River Seine, France",39.3260685,-4.8379791,tap water,,0.3-0.5 ,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.chemosphere.2020.126612,3|10.1016/j.chemosphere.2020.126612,,"River Seine, France",35.000074,104.999927,tap water,,3-106 ,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.chemosphere.2020.126612,4|10.1016/j.chemosphere.2020.126612,,"Amsterdam Canal Water, Netherlands",,,tap water,,48-147 ,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.chemosphere.2020.126612,6|10.1016/j.chemosphere.2020.126612,,"29 Great Lakes, USA",,,tap water,,< 1 ,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.chemosphere.2020.126612,7|10.1016/j.chemosphere.2020.126612,,"Surface Water, Hungary",53.7908863,11.8758472,tap water,,< 1 ,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.chemosphere.2020.126612,8|10.1016/j.chemosphere.2020.126612,,"Surface Water, Czech Republic",53.7908863,11.8758472,tap water,,3123-4464 ,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.chemosphere.2020.126612,9|10.1016/j.chemosphere.2020.126612,,"Three Gorges Reservoir, China",53.7908863,11.8758472,tap water,,1.6-12.6 ,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.chemosphere.2020.126612,10|10.1016/j.chemosphere.2020.126612,,"Dongting Lake, China",53.7908863,11.8758472,tap water,,< 1-2.8 ,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.chemosphere.2020.126612,11|10.1016/j.chemosphere.2020.126612,,"Taihi Lake, China",53.7908863,11.8758472,tap water,,3.4-25.8 ,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.chemosphere.2020.126612,12|10.1016/j.chemosphere.2020.126612,,"Poyang Lake, China",53.7908863,11.8758472,tap water,,May-34,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.chemosphere.2020.126612,13|10.1016/j.chemosphere.2020.126612,,"Yangtze River, China",35.6892523,51.3896004,tap water,,0.5-3.1 ,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
