X,Y,OBJECTID,Internal_ID,State_ID,Dam_Name,National_ID,Latitude,Longitude,County,Owner_Name,Owner_Type,Dam_Type,Year_Built,Dam_Height_feet,Dam_Length_feet,Capacity_acre_feet,Jurisdictional_Status,Downstream_Hazard,Condition_Assessment,Restricted,Date_Data_Applies,Data_Source,Record_Last_Edited,Record_Last_Edited_By,Comment_
-13560239.0556,4625993.1108,883,1645,No. 1040-0,Maine Prairie 3,CA00874,38.3289,-121.8137,Solano,Maine Prairie Water District,"Park, sanitation, utility, or water district",FLBT,1965,11,120,96,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13098764.1066,3978438.832,884,1646,No. 1041-0,El Toro Reservoir,CA00875,33.6241,-117.6682,Orange,El Toro Water District,"Park, sanitation, utility, or water district",ERTH,1967,113.3,900,877,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13105688.1789,3977783.785,885,1647,No. 1041-2,Rossmoor No. 1,CA00753,33.6192,-117.7304,Orange,El Toro Water District,"Park, sanitation, utility, or water district",ERTH,1964,36,305,43,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13191415.3187,4035584.9596,886,1649,No. 1043-0,Riviera Reservoir,CA00876,34.0505,-118.5005,Los Angeles,City of Santa Monica Department Of Public Works,"City, city agency, or city district",RECT,1962,40,1280,76,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13020640.0879,3897321.683,887,1650,No. 1044-0,Mt. Woodson,CA00877,33.0152,-116.9664,San Diego,Ramona Municipal Water District,"Park, sanitation, utility, or water district",ERTH,1958,38,1130,30,Certified,High,Fair,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13024124.388,3898609.4885,888,1651,No. 1044-2,Ramona,CA01215,33.0249,-116.9977,San Diego,Ramona Municipal Water District,"Park, sanitation, utility, or water district",ERTH,1988,228,970,12200,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13006491.3806,3895237.5969,889,1653,No. 1044-4,San Vicente Storage Pond 2,CA01344,32.9995,-116.8393,San Diego,Ramona Municipal Water District,"Park, sanitation, utility, or water district",ERTH,1991,30,2350,137,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13018202.1911,3902022.1947,890,1654,No. 1044-5,Santa Maria,CA01354,33.0506,-116.9445,San Diego,Ramona Municipal Water District,"Park, sanitation, utility, or water district",ERTH,1995,25,2240,217,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13006836.4711,3895157.9577,891,1655,No. 1044-6,San Vicente Storage Pond 3,CA01467,32.9989,-116.8424,San Diego,Ramona Municipal Water District,"Park, sanitation, utility, or water district",ERTH,2002,24,1938,68.5,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13173247.9779,4000397.793,892,1661,No. 1049-0,10 MG Walteria,CA00881,33.7882,-118.3373,Los Angeles,City of Torrance,"City, city agency, or city district",RECT,1953,40,1022,31,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13173325.9015,4000531.7363,893,1662,No. 1049-2,18 MG Walteria,CA01193,33.7892,-118.338,Los Angeles,City of Torrance,"City, city agency, or city district",RECT,1987,31,1287,58,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13655561.9356,4643888.7443,894,1663,No. 1050-0,Lake Ralphine,CA00882,38.4549,-122.67,Sonoma,City of Santa Rosa,"City, city agency, or city district",ERTH,1882,35,700,387,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13665024.0923,4641486.6448,895,1664,No. 1050-2,Pond No. 2,CA00883,38.438,-122.755,Sonoma,City of Santa Rosa,"City, city agency, or city district",ERTH,1952,12,7920,290,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13667361.8016,4632380.8298,896,1665,No. 1050-3,Meadow Lane,CA01104,38.3739,-122.776,Sonoma,City of Santa Rosa,"City, city agency, or city district",ERTH,1979,30,9500,2100,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13673762.6724,4643106.9342,897,1666,No. 1050-4,Delta Pond,CA01272,38.4494,-122.8335,Sonoma,City of Santa Rosa,"City, city agency, or city district",ERTH,1984,27,11000,1950,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13660938.667,4648125.7703,898,1667,No. 1050-5,Fountaingrove,CA00988,38.4847,-122.7183,Sonoma,City of Santa Rosa,"City, city agency, or city district",ERTH,1953,38,500,427,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13361311.1256,4260050.5465,899,1668,No. 1051-0,Berrenda Mesa,CA00884,35.7046,-120.0267,Kern,Berrenda Mesa Water District,"Park, sanitation, utility, or water district",ERTH,1967,22,2550,180,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13588358.359,4616447.3184,900,1670,No. 1052-2,Pennsylvania Creek,CA00023,38.2616,-122.0663,Solano,City of Fairfield,"City, city agency, or city district",ERTH,1958,14,3100,148,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13399727.4819,4409653.3741,901,1671,No. 1053-0,Mendota Diversion,CA00886,36.7884,-120.3718,Fresno,Central California Irrigation District,"Park, sanitation, utility, or water district",FLBT,1917,23,485,3000,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13412796.3901,4189554.3805,902,1672,No. 1055-0,Lopez,CA00887,35.1887,-120.4892,San Luis Obispo,San Luis Obispo County Flood Control and Water Conservation District,"County, county agency, or county district",ERTH,1969,166,1120,52500,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13417861.4269,4186980.2946,903,1673,No. 1055-2,Terminal,CA00888,35.1698,-120.5347,San Luis Obispo,San Luis Obispo County Flood Control and Water Conservation District,"County, county agency, or county district",ERTH,1969,53,550,844,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13617590.8573,5053537.1702,904,1674,No. 1056-0,Box Canyon,CA00889,41.2787,-122.3289,Siskiyou,Siskiyou County Flood Control and Water Conservation District,"County, county agency, or county district",GRAV,1969,204,1000,26000,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13565482.2037,4502564.8601,905,1675,No. 1057-0,Ed R. Levin,CA00890,37.4539,-121.8608,Santa Clara,County of Santa Clara,"County, county agency, or county district",ERTH,1968,38,470,150,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13549786.1555,4487081.0233,906,1676,No. 1057-2,Grant Company 2,CA00675,37.3434,-121.7198,Santa Clara,County of Santa Clara,"County, county agency, or county district",ERTH,1927,27,80,400,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13119603.1152,3976834.7014,907,1677,No. 1058-0,Big Canyon,CA00891,33.6121,-117.8554,Orange,City of Newport Beach,"City, city agency, or city district",ERTH,1959,65,3824,600,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13008561.9232,3877491.422,908,1679,No. 1060-0,Blossom Valley Reservoir,CA00892,32.8657,-116.8579,San Diego,Padre Dam Municipal Water District,"Park, sanitation, utility, or water district",ERRK,1962,42,350,22,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13180439.217,4041296.5004,909,1680,No. 1061-0,Greystone Reservoir,CA00893,34.093,-118.4019,Los Angeles,City of Beverly Hills,"City, city agency, or city district",RECT,1970,75,1140,60,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13333381.0654,4686181.1536,910,1681,No. 1062-0,Indian Creek,CA00894,38.7518,-119.7758,Alpine,South Tahoe Public Utility District,"Park, sanitation, utility, or water district",ERTH,1967,71,1440,3160,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13354476.1089,4709574.8902,911,1682,No. 1062-2,Emergency Effluent Holding,CA01106,38.9155,-119.9653,El Dorado,South Tahoe Public Utility District,"Park, sanitation, utility, or water district",ERTH,1961,27,3250,184,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13333837.4753,4688022.6922,912,1683,No. 1062-3,Harvey Place,CA01222,38.7647,-119.7799,Alpine,South Tahoe Public Utility District,"Park, sanitation, utility, or water district",ERTH,1989,72,725,3700,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13590406.6376,4514884.1697,913,1685,No. 1065-0,Patterson,CA00895,37.5417,-122.0847,Alameda,Alameda County Water District,"County, county agency, or county district",ERTH,1962,100,1306,46,Certified,Significant,Fair,Yes,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13575200.3952,4513199.5821,914,1686,No. 1065-2,Middlefield Reservoir,CA00896,37.5297,-121.9481,Alameda,Alameda County Water District,"County, county agency, or county district",ERTH,1958,147,1017,22,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13580655.0503,4521892.1561,915,1688,No. 1065-4,Decoto Reservoir,CA00898,37.5916,-121.9971,Alameda,Alameda County Water District,"County, county agency, or county district",ERTH,1966,33,1360,46,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13577894.3269,4519321.5477,916,1689,No. 1065-5,Rubber Dam 3,CA01251,37.5733,-121.9723,Alameda,Alameda County Water District,"County, county agency, or county district",INFL,1990,17,375,154,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13580006.2803,4519045.4205,917,1690,No. 1065-6,Shinn,CA01326,37.571334,-121.991272,Alameda,Alameda County Water District,"County, county agency, or county district",ERTH,1987,45,1000,390,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13581734.8493,4520122.1613,918,1692,No. 1065-9,Quarry Pits,CA01422,37.579,-122.0068,Alameda,Alameda County Water District,"County, county agency, or county district",ERTH,1997,26,9150,3360,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13283788.2322,4320467.4684,919,1693,No. 1066-0,Elk Bayou,CA00899,36.1441,-119.3303,Tulare,Kaweah Delta Water Conservation District,"County, county agency, or county district",SLBT,1903,16,104,60,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13401731.2327,4583735.3364,920,1696,No. 1069-0,San Diego Reservoir,CA00900,38.0305,-120.3898,Tuolumne,Yosemite Community College District,"Park, sanitation, utility, or water district",ERTH,1860,39,155,40,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13616488.7943,4512778.4776,921,1697,No. 1070-0,Laurel Creek,CA00901,37.5267,-122.319,San Mateo,City of San Mateo,"City, city agency, or city district",ERTH,1969,40,287,55,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13613405.2444,4518759.7503,922,1698,No. 1070-2,Marina Lagoon,CA01429,37.5693,-122.2913,San Mateo,City of San Mateo,"City, city agency, or city district",ERTH,1953,17,350,1600,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13710921.1184,4948081.7311,923,1700,No. 1072-0,Ewing,CA00903,40.5629,-123.1673,Trinity,Trinity County Waterworks District 1,"County, county agency, or county district",ERRK,1972,63,550,887,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13228384.5216,4046647.791,924,1701,No. 1073-0,Westlake Reservoir,CA00904,34.1328,-118.8326,Los Angeles,Las Virgenes Municipal Water District,"Park, sanitation, utility, or water district",ERTH,1972,158,1400,9200,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13033419.5655,3925127.3292,925,1702,No. 1074-0,Turner,CA00905,33.2244,-117.0812,San Diego,Valley Center Municipal Water District,"Park, sanitation, utility, or water district",ERTH,1971,111,700,2000,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13046354.8903,3900680.8957,926,1704,No. 1075-0,San Dieguito,CA00906,33.0405,-117.1974,San Diego,Santa Fe Irrigation and San Dieguito Water District,"Park, sanitation, utility, or water district",MULA,1918,51,650,883,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-12977281.1463,3893644.915,927,1705,No. 1076-0,Lake Cuyamaca,CA00907,32.9875,-116.5769,San Diego,Lake Cuyamaca Recreation and Park District,"Park, sanitation, utility, or water district",ERTH,1968,17,1027,1000,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13025404.5621,3896551.7227,928,1707,No. 1078-0,Poway,CA00909,33.0094,-117.0092,San Diego,City of Poway,"City, city agency, or city district",ERTH,1971,162,970,3300,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13460240.7571,4673271.1759,929,1708,No. 1079-0,Holiday Lake,CA00910,38.6613,-120.9154,El Dorado,Holiday Lake Community Services District,"Park, sanitation, utility, or water district",ERTH,1951,39,585,150,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13644006.9725,4710633.6686,930,1709,No. 1080-0,Cache Creek,CA00911,38.9229,-122.5662,Lake,Yolo County Flood Control and Water Conservation District,"County, county agency, or county district",GRAV,1914,37.5,260,315000,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13640923.4226,4733108.6924,931,1710,No. 1080-2,Indian Valley,CA01107,39.0798,-122.5385,Lake,Yolo County Flood Control and Water Conservation District,"County, county agency, or county district",ERTH,1976,222,980,300000,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13650686.1419,4719465.8947,932,1711,No. 1081-0,Lake County Sanitation District,CA00912,38.9846,-122.6262,Lake,Lake County Sanitation District,"County, county agency, or county district",ERTH,1972,40,1540,530,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13683581.0514,4738258.1813,933,1712,No. 1081-2,Lake County Sanitation District 2,CA01108,39.1157,-122.9217,Lake,Lake County Sanitation District,"County, county agency, or county district",ERTH,1976,77,650,870,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13588480.8105,4579962.6393,934,1714,No. 1082-2,Clearwell Phase 2,CA01109,38.0038,-122.0674,Contra Costa,Central Contra Costa Sanitary District,"Park, sanitation, utility, or water district",ERTH,1977,30,2090,100,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13195523.008,4178363.5037,935,1715,No. 1083-0,J.C. Jacobsen,CA00587,35.1065,-118.5374,Kern,Tehachapi-Cummings County Water District,"Park, sanitation, utility, or water district",ERTH,1973,56,3900,1820,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13184391.0589,4178349.8963,936,1716,No. 1083-2,Antelope,CA01213,35.1064,-118.4374,Kern,Tehachapi-Cummings County Water District,"Park, sanitation, utility, or water district",ERTH,1987,57,3500,764,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13181463.3563,4177723.9774,937,1717,No. 1083-3,Blackburn,CA01310,35.1018,-118.4111,Kern,Tehachapi-Cummings County Water District,"Park, sanitation, utility, or water district",ERTH,1991,48,4000,625,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13438043.6506,4622644.6925,938,1718,No. 1084-0,Mokelumne Hill,CA01111,38.3053,-120.716,Calaveras,Mokelumne Hill Sanitary District,"Park, sanitation, utility, or water district",ERTH,1973,52,490,52,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13377140.7572,4378451.5698,939,1719,No. 1085-0,Mud,CA00913,36.5636,-120.1689,Fresno,James Irrigation District,"Park, sanitation, utility, or water district",ERTH,1919,14,127,304,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13370639.6989,4758796.165,940,1720,No. 1086-0,Reservoir A,CA01112,39.2587,-120.1105,Placer,Northstar Community Services District,"Park, sanitation, utility, or water district",ERTH,1973,93,516,180,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13125580.9719,4018869.9569,941,1721,No. 1087-0,30 MG Central Reservoir,CA01113,33.926,-117.9091,Orange,City of Brea,"City, city agency, or city district",ERTH,1924,30,1596,92,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13362157.1537,4643888.7443,942,1722,No. 1088-0,Bear Valley SH,CA01114,38.4549,-120.0343,Alpine,Bear Valley Water District,"Park, sanitation, utility, or water district",ERTH,1975,43,520,346,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13707381.1586,4740453.6075,943,1723,No. 1089-0,Mendocino Middle,CA00001,39.131,-123.1355,Mendocino,County of Mendocino,"County, county agency, or county district",GRAV,1908,39,119,27,Certified,High,Fair,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13706791.1653,4739936.9938,944,1724,No. 1089-2,Mendocino 3 Upper,CA00002,39.1274,-123.1302,Mendocino,County of Mendocino,"County, county agency, or county district",GRAV,1915,49,254,85,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13723477.9569,4775875.9673,945,1725,No. 1089-3,Chinquapin,CA00975,39.3774,-123.2801,Mendocino,County of Mendocino,"County, county agency, or county district",ERTH,1971,49,285,45,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13447182.9808,5128155.9074,946,1727,No. 1110-2,A and C,CA00915,41.7805,-120.7981,Modoc,Private Entity,Individual owner,ERTH,1923,13,1200,800,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13361311.1256,5133875.09,947,1728,No. 1113-0,Poison Springs,CA00916,41.8188,-120.0267,Modoc,"Fee Ranch, Inc. and P.H. Peterson","Private company, corporation, LLC, partnership",ERTH,1957,43,1000,7120,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13486211.5943,5051967.1423,948,1729,No. 1114-0,Hines Brothers,CA00917,41.2681,-121.1487,Modoc,Private Entity,Individual owner,ERTH,1955,14,1660,200,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13494104.1462,5152864.0014,949,1731,No. 1116-0,Big Johnson,CA00918,41.9458,-121.2196,Modoc,Private Entity,Individual owner,ERTH,1959,18,1900,410,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13376138.8818,5146221.0661,950,1732,No. 1117-0,Burger,CA00919,41.9014,-120.1599,Modoc,Private Entity,Individual owner,ERTH,1968,47,550,161,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13428169.6118,5051197.0331,951,1733,No. 1118-0,Bayley Reservoir,CA00920,41.2629,-120.6273,Modoc,"Alturas Ranches, LLC","Private company, corporation, LLC, partnership",ERTH,1954,20,710,2390,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13424206.6379,5159032.306,952,1734,No. 1119-0,Renner Sibley Creek,CA00921,41.987,-120.5917,Modoc,USA Investments Associates,"Private company, corporation, LLC, partnership",ERTH,1959,28,1275,765,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13360498.4933,5113060.5393,953,1735,No. 1120-0,Boggs and Warren,CA00922,41.6793,-120.0194,Modoc,Private Entity,Individual owner,ERTH,1922,12,1000,1058,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13366409.5583,5151981.0026,954,1736,No. 1122-0,Schadler,CA00924,41.9399,-120.0725,Modoc,"Schadler Ranch, Inc.","Private company, corporation, LLC, partnership",ERTH,1967,39,600,205,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13405182.1369,5087860.0935,955,1738,No. 1123-2,James Porter,CA00925,41.51,-120.4208,Modoc,Echeverria General Partnership & Matt and Lynelle Echeverria,"Private company, corporation, LLC, partnership",ERTH,1928,21,1240,106,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13394929.6118,5107294.1797,956,1740,No. 1125-0,Halls Meadows,CA01208,41.6406,-120.3287,Modoc,"Russ Ranch Company, LLC","Private company, corporation, LLC, partnership",ERTH,1941,13,1040,581,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13403389.8931,5105506.8647,957,1741,No. 1125-2,Shedd,CA00923,41.6286,-120.4047,Modoc,"Russ Ranch Company, LLC","Private company, corporation, LLC, partnership",ERTH,1962,22,482,100,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13463201.8555,5089034.5467,958,1744,No. 1128-2,Duncan,CA00480,41.5179,-120.942,Modoc,"Milano Land and Cattle Company, LLC","Private company, corporation, LLC, partnership",ERTH,1919,19,900,2575,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13451479.9131,5091056.7262,959,1745,No. 112-5,Cloverswale,CA01513,41.5315,-120.8367,Modoc,"Lazy Spade, LLC","Private company, corporation, LLC, partnership",ERTH,1973,21,490,4620,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13445268.2856,5067767.9205,960,1746,No. 1129-2,White,CA00482,41.3747,-120.7809,Modoc,Private Entity,Individual owner,ERTH,1918,16,400,290,Certified,Low,Poor,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13626028.8747,5121216.8413,961,1747,No. 1180-0,Shelley,CA00926,41.734,-122.4047,Siskiyou,Private Entity,Individual owner,ERTH,1952,27,1700,364,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13622589.1024,5120843.9156,962,1748,No. 1180-2,Ray Soule Reservoir,CA01603,41.7315,-122.3738,Siskiyou,Private Entity,Individual owner,ERTH,1953,28,1100,132,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13629902.793,5107592.0979,963,1749,No. 1181-0,Cloak Lake,CA00927,41.6426,-122.4395,Siskiyou,"Lava Lakes, LLC","Private company, corporation, LLC, partnership",ERTH,1955,13,432,123,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13630815.6128,5107443.1377,964,1750,No. 1181-2,Barton,CA00928,41.6416,-122.4477,Siskiyou,"Lava Lakes, LLC","Private company, corporation, LLC, partnership",ERTH,1964,13,570,160,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13627531.6878,5068821.2365,965,1751,No. 1182-0,Dwight Hammond,CA00929,41.3818,-122.4182,Siskiyou,Hammond Lake Irrigation Association,Associations,ERTH,1959,25,720,348,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13633943.6905,4941607.1405,966,1757,No. 1220-0,James Montgomery,CA00932,40.5187,-122.4758,Shasta,Private Entity,Individual owner,ERTH,1869,24,240,65,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13555407.7897,4932137.3213,967,1758,No. 1221-0,Null Dam,CA00933,40.454,-121.7703,Shasta,The Hatch 1987 Revocable Trust,Private trusts and estates,ERTH,1954,54,400,188,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13616099.1761,4959664.6227,968,1759,No. 1222-0,Ross No. 1,CA00934,40.6419,-122.3155,Shasta,The McConnell Foundation,"Private company, corporation, LLC, partnership",ERTH,1957,30,740,709,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13615420.1272,4959503.2479,969,1760,No. 1222-2,Ross No. 2,CA00935,40.6408,-122.3094,Shasta,The McConnell Foundation,"Private company, corporation, LLC, partnership",ERTH,1957,29,760,243,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13613472.0361,4963127.4868,970,1762,No. 1224-0,Lake Angela,CA00936,40.6655,-122.2919,Shasta,Private Entity,Individual owner,ERTH,1958,24,500,150,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13618169.7187,4953211.7031,971,1763,No. 1225-0,Lema,CA00937,40.5979,-122.3341,Shasta,The McConnell Foundation,"Private company, corporation, LLC, partnership",ERTH,1957,31,516,108,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13425442.2842,4930703.7393,972,1766,No. 1228-0,Peconom,CA00938,40.4442,-120.6028,Lassen,Private Entity,Individual owner,ERTH,1920,15,470,173,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
